ad_archive_id,ad_creative_bodies
1131480398052261,"На 25.03.2024 година е потпишан договорот за воспоставување на јавно приватно партнерство (ЈПП) за проектот Смарт Аеродром вреден 10,7 милиони евра. 

Договорот е во целосна согласност со точката усвоена од страна на ВМРО-ДПМНЕ во Советот на Општина Аеродром, на 39 седница, одржана во февруари, со материјал доставен до советниците цели 13 минути пред почетокот на седницата. 

Се поставува прашањето која беше потребата ЈПП вредно 10,7 милиони евра да се гласа на ваков шверцерски начин со материјал доствен цели 13 минути пред седница?

На 07.10.2021 година, во ек на изборната кампања на последните локални избори Тимчо Муцунски на својата Фејсбук страница ќе објави „Време е за дигитализација на сите општински административни услуги.“ Каде е дигитализацијата на општинските услуги во договорот?

Во истата објава Муцунски вели „Смарт Аеродром е проект кој значително ќе ја подобри ефикасноста на општинските служби... Ова решение ќе поттикне иновација, стартап бизниси и решенија од 21. век.“ Како ќе ги поттикне иновацијата и стартап бизнисите? Каде тоа го гледате во договорот?

Дали постои физибилити студија за оправданоста на воспоставување на вакво јавно приватно партнерство? Ако постои зошто не е презентирана пред Советот?, праша координаторот на советничката група на СДСМ во Советот на Општина Аеродром, Милутин Ристески."
681075687418692,"Минатата недела нашите сограѓани во рок од само неколку дена беа сведоци на појава на змии во урбани средини. Се работи за прилично големи примероци, едниот во близина на кружниот тек на улица „Коста Новаковиќ“, кај маркетот на „Стокомак“, а другиот под трибините на игралиштето на ФФМ. 

Жителите на урбаниот дел од Аеродром со право се загрижени бидејќи појавата на вакви големи примероци на змии во урбаните средини претставува опасност по нашите деца кои можат да дојдат во контакт со нив додека си играат околу зградите или на детските игралишта.

Оттука се поставува прашањето како оди динамиката на косењето на тревните површини во Аеродром, колку локации на тревни површини се искосени до сега и дали ќе се стигне да бидат благоврмено искосени сите тревни површини на територијата на општина Аеродром?, праша членката на Советот на Општина Аеродром, Сузана Делева."
328812040216862,"На прашањата на советничката група на СДСМ во однос на долговите на кошаркарскиот клуб #МЗТ по однос на плати, беше одговорено дека платите на сите 5 вработени се исплаќаат редовно. Во одговорот очигледно е искористена игра на зборови со која се изоставуваат долговите кон играчите, тренерите, стручниот штаб и сите останати кои се ангажирани по договор, а одговорот се однесува исклучиво на вработените службеници кои се во редовен работен однос. Дополнително никогаш не ми беше одговорено дали КК МЗТ се соочува со долгови по однос на тужби за неисплатени плати кон играчи? 

Но, „вистината е како шило“ што би рекол идеолошкиот лидер на ДПМНЕ, Груевски и таа секогаш излегува на виделина. Конечно стигна и првата блокада од БАТ, судот од ФИБА, каде што е наведено дека „казната на ФИБА се однесува на забрана за трансфери се додека не биде постигнат договор по однос на средствата што се должат“.

Градоначалникот Муцунски пред изборите беше промовиран и популарен како Тими „кој по семејна врска е поврзан и задоен со МЗТ“. Сега се поставува прашањето што презема Тими за решавањето на овој проблем и зошто на шверцерски начин, на 29.12.2023 година, на последниот работен ден од годината, мнозинството на ДПМНЕ во Советот, по предлог на Тими усвојува кратење на преткотно одобрените 24 милиони денари за МЗТ, на 19 милиони? 

Како успеа некој што се фалеше дека пораснал под кошевите на МЗТ сега да крати средства наменети за клубот и на тој начин да го доведе во ваква незавидна состојба?, праша членот на Советот на Општина Аеродром, Љупчо Недески."
1747310152446379,"Извештатите на полициската станица Аеродром во Советот на Општина Аеродром секогаш беа инспирација за многу прашања од сите советнички групи, без исклучок. На вчерашната седница на Советот единствен кој постави прашања до командирот на ПСОН Аеродром бев јас.

На првото прашање зошто Годишниот извештај е за цели 5 страници пократок од шестмесечниот, зошто недостасуваат цели поглавја меѓу кои и поглавјето за потребни материјали на полициската станица, беше одговорено дека овој пат во тие поглавја биле сместени податоци кои се од доверлива природа. Остана нејасно како поглавјето за потребни материјали за работа на полициската станица пред само 6 месеци не содржеше такви податоци, а сега содржи? И што се смени во МВР во поглед на транспарентноста, освен министерот?

На второто прашање за искористеноста на уредот фонометар со кој се мери гласноста на бучавата врз основа на која се изрекуваат прекршочни пријави за гласна музика, ми беше одговорено дека САМО 2 ПРИЈАВИ за гласна музика се изречени во текот на цела 2023 година. Колку се користи фонометарот во Аеродром проценете сами, изјави координаторот на советничката група на СДСМ во Советот на Општина Аеродром, Милутин Ристески."
959186065585942,"Голема благодарност до @[100044372771750:2048:Olaf Scholz] за неговата голема поддршка упатена кон СДСМ, Димитар Ковачевски и нашиот претседател Стево Пендаровски.

На претстојните избори гласот за СДСМ и Коалицијата за европска иднина значи глас за победа на европска Македонија. 🇲🇰🇪🇺"
368017916234325,"Голема благодарност до @[100044372771750:2048:Olaf Scholz] за неговата голема поддршка упатена кон СДСМ, Димитар Ковачевски и нашиот претседател Стево Пендаровски.

На претстојните избори гласот за СДСМ и Коалицијата за европска иднина значи глас за победа на европска Македонија. 🇲🇰🇪🇺"
1205178073800809,"Голема благодарност до @[100044372771750:2048:Olaf Scholz] за неговата голема поддршка упатена кон СДСМ, Димитар Ковачевски и нашиот претседател Стево Пендаровски.

На претстојните избори гласот за СДСМ и Коалицијата за европска иднина значи глас за победа на европска Македонија. 🇲🇰🇪🇺"
354296314293772,За европски животен стандард 🇲🇰🇪🇺
952120736389685,"Македонија заслужува европска иднина! 

Нашата генерација заслужува европска иднина!

Но, најмногу од сите, нашите деца заслужуваат европска иднина!

Да живеат во просперитетна држава, која е земја членка на ЕУ, со европски систем и европски животен стандард. 

Гарантираме просечна плата од 1.100 евра и минимална плата од 600 евра. За нашите пензионери обезбедуваме просечна пензија од 30.000 денари и минимална пензија од 20.000 денари. Нови 180 милиони евра за нашите домашни компании и 1,35 милијарди евра за нашите земјоделци. Гарантирана плата за младите и грантови за отпочнување нов бизнис, затоа што сакаме младите да си ја градат својата иднина дома. 

Гарантираме подобри услови и плати за здравствените работници и целосно бесплатно јавно здравство. Ветуваме подобар и поправеден систем за сите, бескомпромисна борба со криминалот и корупцијата и конечно со спроведување на процесот на ветинг на судиите и јавните обвинители. Ова е нашата визија и нашата програма за граѓаните и државата.

Од денес ставаме печат на уште една голема победа за европска Македонија. Со симболичното потпишување на муралот се заложивме дека ќе направиме сè да го оствариме сонот на многу генерации – Македонија да стане рамноправна членка на Европската Унија.

На 8-ми мај со заокружувањето на број 1 за СДСМ и Коалицијата за европска иднина го давате својот глас за подобра, попросперитетна европска иднина на државата. 

Заедно одиме на победа!

#НемаОткажувањеОдИднината #Заокружи1"
396351953314165,"🗣️ Денес разговаравме со граѓаните во Долно Лисиче. Наша обврска останува да слушаме и да соработуваме постојано, бидејќи заедно можеме да дојдеме до сигурни решенија за секој предизвик. 
✅ Веруваме дека е потребен лидер како Стево Пендаровски, човек на кој можеме да сметаме и кој стои рамо до рамо со секој граѓанин. На 24 април, гласаме за бројот 1️⃣
#СДСМ #Аеродром #ДолноЛисиче 
#НашиотПретседател #Стево"
967140451295680,"Покажавме вистинска истрајност и храброст на нашиот пат кон членството во ЕУ.

Покрај сите предизвици со кои се соочивме, нашиот сон за европска иднина сѐ уште трае и нашата цел остана иста.

Покажавме храброст и покажавме дека никогаш нема да се откажеме од европскиот пат бидејќи сме посветени на нашата стратешка цел.

Заедно ќе продолжиме по патот на европските интеграции и ќе го оствариме нашиот сон за полноправно членство во ЕУ. 🇲🇰🇪🇺"
4674457862779324,"Гласот за #Стево и Коалицијата за европска иднина е глас за европска Македонија.

Заедно со #НашиотПретседател Стево Пендаровски, имаме визија и план како да ја внесеме Македонија во Европската унија. Решителни сме, имаме волја, храброст и знаење како да ја обезбедиме европската иднина на земјата, на сите наши граѓани. На сите сегашни и идни генерации."
446303441400950,"Во недостаток на план и програма, Силјановска е целосно во матрицата на ДПМНЕ и упатува навреди кон Пендаровски и Ковачевски.

Личните дискредитации за прекари со женски род, навредите за интелектуални капацитети искажани од Силјановска не доликуваат ниту на професор ниту на политичар.

Каков е тој професор кој ги навредува студентите? Каков е тој политичар кој наместо да претстави и идеи навредува неистомисленици а со тоа ги навредува и граѓаните.

Митинзите се за претставување на визијата, понудата пред граѓаните а не за навреди и лични дискредитации.

Паника од пораз на изборите, немањето план, визија, не се оправдување.

Затоа Силјановска треба да се извини."
413936974576258,#Аеродром е со #НашиотПретседател Стево Пендаровски.
1146589880118487,"Убав ден за пешачење до #Водно, заедно со нашите граѓани. Ја искористивме можноста да разговаравме за тоа што ги загрижува граѓаните. 

Потребно ни е да продолжиме по европскиот пат, тоа е единствената алтернатива за суштински и позитивни промени во нашата држава. #СДСМ и Коалицијата за европска иднина, има јасна визија за европска интеграција на државата, за држава со развиена економија, подобро образование, здравство, функционално владеење на правото. Таа е визијата и на #НашиотПретседател, #Стево Пендаровски. 

Нема да се откажеме од европската иднина и градење подобро општество за граѓаните. Европскиот пат го продолжуваме со проевропски претседател, Стево Пендаровски и проевропска Влада формирана од СДСМ и Коалицијата за европска иднина."
802323778442410,"Стево Пендаровски е прогресивен поличар со јасна визија за европска иднина на државата.

Силно го поддржува членството во ЕУ и НАТО.

Покажа што значи да се биде вистински претседател на сите граѓани, без разлика на етничка, верска или друга припадност.

#Aеродром е со #НашиотПретседател #Стево.

Со глас за Стево обезбедуваме сигурна европска иднина, подобра иднина за сите."
345081434704628,"🇲🇰🇪🇺 Гласот за Стево и Коалицијата за европска иднина е глас за европска Македонија.
✊ Заедно со нашиот претседател Стево Пендаровски, имаме визија и план како да ја внесеме Македонија во Европската унија. Решителни сме, имаме волја, храброст и знаење како да ја обезбедиме европската иднина на земјата, на сите наши граѓани. На сите сегашни и идни генерации."
412339098080713,"Претседателот на #СДСМ Димитар Ковачевски вечерва со нашите сограѓани од #Аеродром разговараше за евроинтеграцискиот процес како единствен кој може да донесе позитивни промени и подобар животен стандард во земјата. 

Дали ќе одиме напред кон прогрес или ќе се заглавиме повторно во минатото е изборот што го имаат граѓаните на претстојните избори. СДСМ, Коалицијата за европска иднина и претседателот #Стево Пендаровски, ние имаме конкретен и јасен план кој ќе ја придвижи земјата напред кон ЕУ. Сите ние ја делиме визијата за европска и просперитетна држава.

Oдиме на двојна #победа! Нова победа на #НашиотПретседател Стево Пендаровски и на СДСМ и Коалицијата за европска иднина!"
651759777088419,"🚩 Денес, Вевчанци имаа можност да се запознаат со дел од програмниот материјал на сегашниот и иден претседател Стево Пендаровски. Ведри лица, позитивна енергија и атмосфера, топол пречек на Вевчанските домаќини кои знаат да препознаат кој навистина се грижи за народот и државата.
Во период кој следи продолжуваме, ќе биде посетено секое семејство со цел запознавање со програмата.
#СтевоНашиотПретседател"
1114635689688491,"Нови 700.000 денари одвои Владата предводена од #СДСМ за граѓаните на Општина #Аеродром. Овие средства се наменети за изработка на техничка документација за изградба на нова водоводна мрежа за жителите на улиците 2, 4 и 20 во Долно Лисиче.

Ова ги решава проблемите со снабдувањето со вода, со кои се соочуваа жителите на овој дел од Долно Лисиче.

Општина Аеродром е една од вкупно 27 општини ширум државата кои во февруари годинава добија средства на конкурсот за проекти од областа на животната средина, спроведен од Министерството за животна средина. 

СДСМ подеднакво се грижи за жителите на сите општини во државата, спротивно на лажните обвинувања на ВМРО-ДПМНЕ во Аеродром.

Владата предводена од СДСМ покажува на дело како се грижи за сите граѓани, без притоа да има било какви политичко-партиски, етнички и други приоритети. 

Приоритет број еден за СДСМ се граѓаните."
825893472916672,"Нови 700.000 денари одвои Владата предводена од #СДСМ за граѓаните на Општина #Аеродром. Овие средства се наменети за изработка на техничка документација за изградба на нова водоводна мрежа за жителите на улиците 2, 4 и 20 во Долно Лисиче.

Ова ги решава проблемите со снабдувањето со вода, со кои се соочуваа жителите на овој дел од Долно Лисиче.

Општина Аеродром е една од вкупно 27 општини ширум државата кои во февруари годинава добија средства на конкурсот за проекти од областа на животната средина, спроведен од Министерството за животна средина. 

СДСМ подеднакво се грижи за жителите на сите општини во државата, спротивно на лажните обвинувања на ВМРО-ДПМНЕ во Аеродром.

Владата предводена од СДСМ покажува на дело како се грижи за сите граѓани, без притоа да има било какви политичко-партиски, етнички и други приоритети. 

Приоритет број еден за СДСМ се граѓаните."
451636927205443,"Нервозата во белата палата се манифестира со брутално апсење новинари и обид за замлчување и заплашување, исто како во мрачното време на режимот и ВМРО-МВРО.

Пропагандата, злоупотребите на медиумите, пласирање лажни вести и нарачани анкети за манипулирање на граѓаните се добро познатите методи на Никола Груевски, кои сега ги спроведува Христијан Мицкоски.

Тоа може да го спречат граѓаните на изборите на 24 април а потоа и на 8 ми мај.

Со глас за Коалицијата за европска иднина и Стево Пендаровски граѓаните гласаат за членство во ЕУ, за слобода, демократија и европски животен стандард."
7220380881416654,"За повеќе информации, следете нѐ."
730989445873180,"Претседтаелот на Социјалдемократскиот сојуз на Македонија, Димитар Ковачевски, упати честитка до граѓаните од исламска вероисповед по повод големиот верски празник Рамазан Бајрам.

“На сите припадници на исламската вероисповед во нашата земја, им го честитам големиот празник Рамазан Бајрам.

Во овие празнични денови, ви посакувам искрени желби за радост, спокој, благосостојба и духовна сила.

Рамазан Бајрам е празник на меѓусебна почит, солидарност и разбирање.Токму врз овие вредности, ние заедно го градиме нашето општество кое е еднакво за сите и токму со оваа наша посебност ја интегрираме државата во големото европско семејство на народи и држави”"
812638754042699,"Нервозата во белата палата се манифестира со брутално апсење новинари и обид за замлчување и заплашување, исто како во мрачното време на режимот и ВМРО-МВРО.

Пропагандата, злоупотребите на медиумите, пласирање лажни вести и нарачани анкети за манипулирање на граѓаните се добро познатите методи на Никола Груевски, кои сега ги спроведува Христијан Мицкоски.

Тоа може да го спречат граѓаните на изборите на 24 април а потоа и на 8 ми мај.

Со глас за Коалицијата за европска иднина и Стево Пендаровски граѓаните гласаат за членство во ЕУ, за слобода, демократија и европски животен стандард."
936681558248850,"🇲🇰🇪🇺 Нема откажување од европската иднина, имаме визија и јасен план за #Македонија - земја членка на ЕУ.

Ние имаме конкретен план, имаме волја и знаење, заедно со #НашиотПретседател Стево Пендаровски, заедно со Коалицијата за европска иднина, како да ја внесеме државата во ЕУ до 2030 година.

Јас и #Стево докажавме дека местото каде ние двајца заедно со сите вас граѓаните ќе ја однесеме целата држава е Брисел и ЕУ. И ако сакаат овие кои ќе изгубат на 8 мај да ни се приклучат, вратата е ширум отворена за сите.

📍 Претседателот на СДСМ, Димитар Ковачевски на граѓанскиот собир во #Аеродром."
442484941777069,"Аеродром вечерва масовно ја изрази својата поддршка на нашиот претседател Стево Пендаровски.

„Досега работев транспарентно пред македонската јавност. Дека мојата програма е подобра покажав во 2019-та година, кога ги добив изборите. Сега постои друга разлика меѓу мојата програма и нејзината. Мојата е видлива, нејзината и нивната е невидлива, илузија е” порача претседателот Стево Пендаровски вечерва во Аеродром.

Затоа да се сплотиме и заокружувајќи број 1, заедно да продолжиме напред!

#НашиотПретседател #Стево"
942824157566893,"✅И попладнево продолжија средбите со граѓаните на Аеродром. Советничката на Град Скопје, Љубица Јанчева, им ја подели програмата на аеродромци и им порача:
🗣 Стево Пендаровски е нашиот европски претседател! 
‼️ Да го поддржиме со нашето присуство на големиот граѓански митинг в понеделник, 8 април, во 20 ч. во паркот кај споменикот на Јане Сандански. 
‼️ На 24 април да гласаме за бројот  1️⃣"
796401479033842,"Голем граѓански митинг во Аеродром
Понеделник (8.4.2024 г.), во 20:00 часот.
Парк „Јане Сандански“
Се гледаме!"
974847184092355,"✅ Претседателката на СДСМ Аеродром, Даниела Николова, заедно со младите, го искористи убавото неделно претпладне и им ја претстави програмата на нашиот претседател Стево Пендаровски на аеродромци по кејот на реката Вардар. 
‼️ Воедно ги поканија граѓаните на големиот граѓански митинг в понеделник, 8 април, во 20 ч. во паркот кај споменикот на Јане Сандански, да бидат дел од победничкиот карван на Стево Пендаровски. 
 👊За #Нашиот претседател Стево!
👍Не се откажуваме од иднината!"
393434320275374,"За повеќе информации, следете нѐ."
1168755624286124,"✅ ️Вечерва со претседателот Димитар Ковачевски и со Андреј Петров разговаравме за новата програма на СДСМ, за уште поголеми плати и пензии, повеќе инвестиции, повеќе и подобри работни места, развиена економија по европски стандарди.
 ✅ ️Истата визија ја дели и #нашиот претседател Стево Пендаровски, со кого заедно ќе ја постигнеме целта - Македонија членка на ЕУ!

 👊 Не се откажуваме од иднината!"
934054438169865,"Скандалот со лажните анкети и документите од оперативниот план на ДПМНЕ отвораат уште еден аспект, директно поврзан со изборниот процес.

Претседателот на ДИК, Александар Даштевски е наведен како задолжено лице, заедно со други лица, за неопределени гласачи, обезбедување избирачки список.

Согласно сите законски прописи, претседател на ДИК не може и не смее да учествува во партиски активности, а никако нема право да се меша во предизборни активности на било која партија.

Ова е основано сомневање и за кривично дело."
1341461227244721,"Откако ги изневерија граѓаните на Скопје, со сите нереализирани изборни ветувања ДПМНЕ излезе со нови лажни ветувања. Промовираната Платформа 1198 од минатиот век на ДПМНЕ е токму тоа.

ДПМНЕ ветуваше бесплатен јавен превоз, 250 еко автобуси, мега паркови, капитални проекти, спортски сали, паркови. Ништо од ветеното не е реализирано.

Скопје денеска е запустен град, полн со нечистотија, со хаос во јавниот превоз, со јавни претпријатија во долгови. Се потврди дека ДПМНЕ нема план за иднината и дека оваа партија не може да донесе никаква промена."
430383032863626,"Градоначалникот Тимчо Муцунски ја преспа цела 2023 година. Ова се гледа и во завршната сметка и годишниот извештај на Општина #Аеродром усвоени на последната седница на општинскиот Совет.

Согласно овие официјални документи Општина Аеродром минатата година ја заврши со реализација на само 66% од планираните даночни приходи на основниот Буџет. Со други зборови биле реализирани 264,8 од планираните 397,8 милиони денари. Од ова се гледа дека прибирањето на буџетските приходи на Општина Аеродром лани ѝ одело исклучително лошо. Тоа го доведе во прашање нормалното функционирање на општината и финансирањето на редовните обврски.

Тоа објаснува зошто на крајот на годината на шверцерски начин, со одлука на Совет спонзорството за КК #МЗТ беше намалено од 24 на 19,7 милиони денари. Меѓу другото, тоа е причина за доцнењето на платите на играчите и вработените во кошаркарскиот клуб. 

Тоа ги објаснува и огромните кратења во поддршката на културата, спортот и невладиниот сектор. На истиот шверцерски начин, мнозинството на ВМРО-ДПМНЕ на крајот на минатата година одлучи исплатите од јавните повици за подршка на спортот и културата да ги продолжи и годинава, од новиот буџет.

Го повикуваме градоначалникот #Муцунски да се разбуди од зимскиот сон и конечно да почне да работи.

Граѓаните со право прашуваат, има ли Аеродром градоначалник?"
378972984946310,
2050115068695185,"Жителите на зградите со број 61, 63 и 65 на бул. Јане Сандански прашуваат дали Општина Аеродром планира да ги реконструира и пешачките патеки кои ги поврзуваат овие згради, имајќи во предвид дека за годинава се планира и почетокот на долгонајавуваната реконструкција на платото позади ТЦ Капитол, кое се наоѓа во непосредна близина на овие згради? Овие патеки сега се во лоша состојба, што најмногу се гледа во деновите со обилни врнежи, кога тие заради насобраната вода имаат проблем да стигнат до влезовите на своите згради. 

Воедно потсетувам и на неодговорените прашања за ДУП-от за населба лисиче и дивоградбата на ул. Венјамин Мачуковски во Мичурин. Неодговарањето на овие прашања говори за игнорантскиот однос кој ВМРО-ДПМНЕ го има во однос на овие горливи проблеми на нашите сограѓани од Мичурин и Лисиче, изјави Координаторот на советничката група на СДСМ во Советот на Општина Аеродром, Милутин Ристески."
945238346797752,"На прашањето за урбаната опрема на Детската улица во Ново Лисиче добив нецелосен одговор, при што дури ни бројот на поставени клупи не соодветствува со состојбата на теренот, а недостасуваше и одговор на прашањето што се планира со празните жардињери на оваа локација?

Во меѓувреме, жителите на зградите со броеви 50 и 176 на бул. АСНОМ прашуваат дали Општина Аеродром планира реконструкција на плочниците пред овие згради, кои се во исклучително лоша состојба? Во врнежливи денови на овие површини се собираат големи количини на вода, што го отежнува движењето на овие наши сограѓани, како и пристапот до влезовите на зградите.

Дали општината планира замена на урбаната опрема и подлогата на детското игралиште во паркот што се наоѓа помеѓу зградите со број 98 и 94 на бул. АСНОМ? - праша на последната седница, членката на Советот на Општина Аеродром, Сузана Делева."
442794618181853,"Има разлика! 
СДСМ го шири демократскиот глас преку своите активисти, а опозицијата користи ботови за дезинформирање.

Дигиталната битка на овие избори ќе ја добијат СДСМ и демократскиот блок бидејќи гласот и ставот на луѓето кои се борат за социјална правда и за еднаквост секогаш е посилен и погласен од тајните подрумски структури на национализмот.

СДСМ ја шири својата дигитална акција, преку постојано приклучување нови и посветени подддржувачи на социјалдемократската кауза. 

Им благодарам на сите активисти од Изборна единица 1 кои денес ни се приклучија на работилницата на #СДСМ посветена на #ДигиталнаАкција."
714286924199553,"✊️🟥 Социјалдемократските вредности за еднаквост го промовираат моќното влијание на жените во нашата заедница. 

🟥⬜️ Гласот на сите жени е важен, вашата сила е движечката сила на општеството. 

Борбата продолжува до влезот во Европската Унија, носители и креатори на успехот се жените со кои сме опкружени и секојдневно се борат за своите позиции,  ставови и влијание. 

🟥⬜️ За победа, за секоја жена во Македонија, за европска иднина на нашите поколенија. 

Од денешната работилница со другарките од СДСМ."
1645479532926875,"Градоначалникот Тимчо Муцунски ја преспа цела 2023 година. Ова се гледа и во завршната сметка и годишниот извештај на Општина #Аеродром усвоени на последната седница на општинскиот Совет.

Согласно овие официјални документи Општина Аеродром минатата година ја заврши со реализација на само 66% од планираните даночни приходи на основниот Буџет. Со други зборови биле реализирани 264,8 од планираните 397,8 милиони денари. Од ова се гледа дека прибирањето на буџетските приходи на Општина Аеродром лани ѝ одело исклучително лошо. Тоа го доведе во прашање нормалното функционирање на општината и финансирањето на редовните обврски.

Тоа објаснува зошто на крајот на годината на шверцерски начин, со одлука на Совет спонзорството за КК #МЗТ беше намалено од 24 на 19,7 милиони денари. Меѓу другото, тоа е причина за доцнењето на платите на играчите и вработените во кошаркарскиот клуб. 

Тоа ги објаснува и огромните кратења во поддршката на културата, спортот и невладиниот сектор. На истиот шверцерски начин, мнозинството на ВМРО-ДПМНЕ на крајот на минатата година одлучи исплатите од јавните повици за подршка на спортот и културата да ги продолжи и годинава, од новиот буџет.

Го повикуваме градоначалникот #Муцунски да се разбуди од зимскиот сон и конечно да почне да работи.

Граѓаните со право прашуваат, има ли Аеродром градоначалник?"
1361813384502270,"🗣️Изборот на претстојните избори е помеѓу европската  иднината со СДСМ и безнадежноста со ДПМНЕ, избор помеѓу надеж и откажување.

✅Глас за СДСМ и Стево Пендаровски е глас за Македонија како рамноправна и просперитетна членка на ЕУ.

❌Изборот на ДПМНЕ и Силјановска значи изолирана и затворена држава без надеж за подобро утре."
